id,location,osm_list
53314,"Abu Ushar (or Abu `Ushar, أبو عشر) Hospital is located in the town of Abu Ushar (or Abu `Ushar, أبو عشر) within Gezira State, 110 km southeast of Khartoum. More detailed locational information can be found at https://www.mindat.org/feature-11594857.html and https://mapcarta.com/35535392 and https://www.openstreetmap.org/node/90173492 and https://www.google.com/maps/place/Abu+Ushar+Rural+Hospital/@14.7081554,32.8096272,10z/data=!4m8!1m2!2m1!1zaG9zcGl0YWwgbmVhciBBYnUgJ1VzaGFyLCDYp9io2YjYudi02LHYjCBTdWRhbg!3m4!1s0x168b8c94b65ce443:0x8e8fbee5d97ea6b3!8m2!3d14.9020626!4d33.1909204.",['https://www.openstreetmap.org/node/90173492']
70324,"The Pakrut gold mining project is located in Vahdat District and Vahdat Region, about 80 km northeast (“NE”) in a straight line (112 km by road) from Dushanbe, the country’s capital city. Pakrut is located within the Tien Shan gold belt, which extends from Uzbekistan into Tajikistan, Kyrgyzstan and Western China, and which hosts a number of multi-million ounce gold deposits. Access to the project site is via 60 km of paved road from Dushanbe to the village of Ramit, from where approximately 50 km of dirt/gravel road along the Sardi-Mienna River leads to the site. The road iscut on steep slopes and is therefore exposed to landslides, rockslides and snow avalanches, as well as unexpected flooding. More detailed locational information can be found at http://www.cnfgold.com/Managed/Resources/docs/Downloads/srk_report.pdf and https://www.businesswire.com/news/home/20210326005292/en/China-Nonferrous-Gold-Limited-UK-Regulatory-Announcement-Extension-to-Loan-Agreement and https://www.openstreetmap.org/way/820102660'","[""https://www.openstreetmap.org/way/820102660'""]"
70367,"The Pakrut gold mining project is located in Vahdat District and Vahdat Region, about 80 km northeast (“NE”) in a straight line (112 km by road) from Dushanbe, the country’s capital city. Pakrut is located within the Tien Shan gold belt, which extends from Uzbekistan into Tajikistan, Kyrgyzstan and Western China, and which hosts a number of multi-million ounce gold deposits. Access to the project site is via 60 km of paved road from Dushanbe to the village of Ramit, from where approximately 50 km of dirt/gravel road along the Sardi-Mienna River leads to the site. The road iscut on steep slopes and is therefore exposed to landslides, rockslides and snow avalanches, as well as unexpected flooding. More detailed locational information can be found at http://www.cnfgold.com/Managed/Resources/docs/Downloads/srk_report.pdf and https://www.businesswire.com/news/home/20210326005292/en/China-Nonferrous-Gold-Limited-UK-Regulatory-Announcement-Extension-to-Loan-Agreement and https://www.openstreetmap.org/way/820102660'","[""https://www.openstreetmap.org/way/820102660'""]"
53990,This project involved the rehabilitation of 15 streets and 4 bridges in Kurgan-Tyube and Kulob measuring 22 km in length. More detailed locational information can be found at https://www.openstreetmap.org/way/38153741 and https://www.openstreetmap.org/way/32825183,"['https://www.openstreetmap.org/way/38153741', 'https://www.openstreetmap.org/way/32825183']"
46222,"This project involved the construction of an agricultural industrial park and a large cotton processing and textile producing enterprise in Dangara District within Tajikistan's Khatlon Province. More detailed locational information can be found at https://www.openstreetmap.org/way/337361201 and https://www.google.com/maps/place/Zhongtai+Sin+Silu+Textile+Industry+Co.,+Ltd/@38.122237,69.3391422,17z/data=!4m8!1m2!2m1!1s+Zhongtai+(Dangara)+New+Silk+Road!3m4!1s0x38b6219ac74e5a6b:0x1e866526bd56c408!8m2!3d38.1222328!4d69.3413362",['https://www.openstreetmap.org/way/337361201']
85754,This project involved the establishment of a Confucius Institute at Huachiew Chalermprakiet University in the city of Bangkok. More detailed locational information can be found at https://www.openstreetmap.org/search?query=13.612903235513507%2C%20100.75916652656251#map=18/13.61290/100.75917,['https://www.openstreetmap.org/search?query=13.612903235513507%2C%20100.75916652656251#map=18/13.61290/100.75917']
67948,This project involved renovations of the international airport in the town of Niamtougou.  More detailed locational information can be found at https://www.openstreetmap.org/way/283811659,['https://www.openstreetmap.org/way/283811659']
68762,"This project involves the construction of a dam in Adjarala, which is located approximately 100 km downstream of the 65MW Nangbéto hydropower plant on the Mono River. More detailed locational information can be found at https://www.openstreetmap.org/search?query=Adjarala#map=12/6.9000/1.6000 and https://www.dropbox.com/s/jwfshs3lbu2zltn/wb_database_dams.csv?dl=0.",['https://www.openstreetmap.org/search?query=Adjarala#map=12/6.9000/1.6000']
67928,This project involved the modernization and expansion of Gnassingbe Eyadema International Airport in the capital city of Lomé. More detailed locational information can be found at https://www.openstreetmap.org/relation/10737115.,['https://www.openstreetmap.org/relation/10737115.']
68581,This project involved the rehabilitation of a 61 km stretch along National Route 34 (N34) that runs from Lomé to Anfoin via Vogan. More detailed locational information can be found at https://www.openstreetmap.org/way/54570992 and https://www.openstreetmap.org/way/158801918#map=11/6.2525/1.2754 and https://www.openstreetmap.org/way/537744081#map=14/6.2718/1.3152 and https://www.openstreetmap.org/query?lat=6.3132&lon=1.3234 and https://www.openstreetmap.org/way/280084439#map=15/6.3329/1.3830 and https://www.openstreetmap.org/way/305485307 and https://www.openstreetmap.org/way/305485308 and https://www.openstreetmap.org/way/280084439#map=15/6.3453/1.3957 and https://www.openstreetmap.org/way/448878956 and https://www.openstreetmap.org/way/54771712 and https://www.openstreetmap.org/way/54771766 and https://www.openstreetmap.org/way/158801914 and https://www.openstreetmap.org/way/305485302 and https://www.openstreetmap.org/way/681328507.,"['https://www.openstreetmap.org/way/54570992', 'https://www.openstreetmap.org/way/158801918#map=11/6.2525/1.2754', 'https://www.openstreetmap.org/way/537744081#map=14/6.2718/1.3152', 'https://www.openstreetmap.org/query?lat=6.3132&lon=1.3234', 'https://www.openstreetmap.org/way/280084439#map=15/6.3329/1.3830', 'https://www.openstreetmap.org/way/305485307', 'https://www.openstreetmap.org/way/305485308', 'https://www.openstreetmap.org/way/280084439#map=15/6.3453/1.3957', 'https://www.openstreetmap.org/way/448878956', 'https://www.openstreetmap.org/way/54771712', 'https://www.openstreetmap.org/way/54771766', 'https://www.openstreetmap.org/way/158801914', 'https://www.openstreetmap.org/way/305485302', 'https://www.openstreetmap.org/way/681328507.']"
65299,This project involved the dispatching of a medical team to Vaiola Hospital in the capital city of Nukuʻalofa. More detailed locational information can be found at https://www.openstreetmap.org/way/307252509,['https://www.openstreetmap.org/way/307252509']
56660,"The 22nd Chinese medical team was stationed at Jendouba regional hospital (Hôpital Régional De Jendouba or المستشفى الجهوي بجندوبة), Sidi Bouzid regional hospital  (Hôpital Régional De Sidi Bouzid or المستشفى الجهوي بسيدي بوزيد), Kasserine Regional Hospital (Hôpital Régional De Kasserine or المستشفى الجهوي بالقصرين), and Mongi Slim Hospital (Hôpital Mongi Slim or مستشفى المنجي سليم) in the northern suburbs of Tunis. More detailed locational information can be found at https://www.openstreetmap.org/way/93674308 and https://www.openstreetmap.org/way/521241282 and https://www.openstreetmap.org/way/173140958 and https://www.openstreetmap.org/way/279258650.","['https://www.openstreetmap.org/way/93674308', 'https://www.openstreetmap.org/way/521241282', 'https://www.openstreetmap.org/way/173140958', 'https://www.openstreetmap.org/way/279258650.']"
67287,This project involved the construction of healthcare facilities in the Dogankoy (Doğanköy) neighborhood to the west of Bursa in the Nilüfer district. More detailed locational information can be found at https://www.openstreetmap.org/way/632460745#map=13/40.2621/28.9303.,['https://www.openstreetmap.org/way/632460745#map=13/40.2621/28.9303.']
67288,"The purpose of the project is to design, build, equip, and manage the Bayrakli Integrated Health Campus (also known as the Izmir Bayrakli hospital). The 63-hectare project site is located in Bayrakli District and Izmir Province. More detailed locational information can be found at https://www.openstreetmap.org/way/632460745#map=14/40.2689/28.9092.",['https://www.openstreetmap.org/way/632460745#map=14/40.2689/28.9092.']
67342,"This project involved the acquisition, renovation, and streamlining of Karacaoren-1 and Karacaoren-2 hydroelectric power plants, which are located in Antalya and Burdur districts. More detailed locational information can be found at https://www.openstreetmap.org/way/173780912#map=14/37.3699/30.8292 and https://www.openstreetmap.org/relation/6484509 and https://geohack.toolforge.org/geohack.php?pagename=Karaca%C3%B6ren-2_Dam&params=37.3067_N_30.8088_E_type:landmark and https://geohack.toolforge.org/geohack.php?pagename=Karaca%C3%B6ren-1_Dam&params=37.3699_N_30.8292_E_type:landmark.","['https://www.openstreetmap.org/way/173780912#map=14/37.3699/30.8292', 'https://www.openstreetmap.org/relation/6484509']"
54387,"This project involved the provision of container scanning equipment to Chukursay Railway Station and border posts at Bekabad in the Tashkent region, Khojedavlat in the Bukhara region, and Sariasiya in the Surkhandarya region. https://www.openstreetmap.org/way/166617918#map=15/41.3882/69.2331 and https://www.openstreetmap.org/way/564005245 and https://www.openstreetmap.org/node/245671297","['https://www.openstreetmap.org/way/166617918#map=15/41.3882/69.2331', 'https://www.openstreetmap.org/way/564005245', 'https://www.openstreetmap.org/node/245671297']"
53842,"The Confucius Institute at Tashkent State Institute of Oriental Studies is located in the city of Tashkent. More detailed locational information can be found at https://www.openstreetmap.org/way/31963256 and https://www.google.com/maps/place/Tashkent+State+Institute+of+Oriental+Studies/@41.3052402,69.2794599,17z/data=!3m1!4b1!4m5!3m4!1s0x38ae8ad678db7371:0xdd20e1d940f6a283!8m2!3d41.3052362!4d69.2816539",['https://www.openstreetmap.org/way/31963256']
65742,"The purpose of the project was to construct a 1980MW coal-fired power plant  — with three power generation units (Unit 1, Unit 2, and Unit 3 ) —in Vĩnh Tân commune, Tuy Phong district, and Bình Thuận province (exact locational coordinates: 11.32082, 108.80630). More detailed locational information can be found at https://www.openstreetmap.org/way/548717060",['https://www.openstreetmap.org/way/548717060']
65791,"The purpose of the project was to construct a 1200MW coal-fired power plant — with two, 600MW power generation units (Unit 1 and Unit 2) —  in Dan Thanh commune, Duyên Hải district, and Trà Vinh province (exact locational coordinates: 9.58517, 106.52809).  More detailed locational information can be found at https://www.openstreetmap.org/way/827889601",['https://www.openstreetmap.org/way/827889601']
72770,"The purpose of the project was to construct a 1200MW coal-fired power plant — with two, 600MW power generation units (Unit 1 and Unit 2) —  in Dan Thanh commune, Duyên Hải district, and Trà Vinh province (exact locational coordinates: 9.58517, 106.52809).  More detailed locational information can be found at https://www.openstreetmap.org/way/827889601",['https://www.openstreetmap.org/way/827889601']
85377,The purpose of the project was to construct a Sino-Vietnamese Friendship Palace in the capital city of Hanoi. More detailed locational information can be found at https://www.openstreetmap.org/way/851742906,['https://www.openstreetmap.org/way/851742906']
63303,"The purpose of the project was to construct a containerboard machine — with the capacity to produce 500,000 tons of recycled containerboard per year — at a paper mill that is located within My Phuoc Industrial Park in Binh Duong District and Binh Duong province. More detailed locational information can be found at https://www.openstreetmap.org/way/759187612#map=15/11.1294/106.5958",['https://www.openstreetmap.org/way/759187612#map=15/11.1294/106.5958']
63674,The purpose of this project was to implement a Sewing Machine Electric Motor Project in Long Giang Industrial Park within Tan Lap 1 Commune and Tan Phuoc District. More detailed locational information can be found at https://www.openstreetmap.org/way/740842055 and http://www.mofcom.gov.cn/article/zt_jwjjmyhzq/subjectp/201011/20101107229230.shtml,['https://www.openstreetmap.org/way/740842055']
86021,"The purpose of the project was to construct a containerboard machine — with the capacity to produce 500,000 tons of recycled containerboard per year — at a paper mill that is located within My Phuoc Industrial Park in Binh Duong District and Binh Duong province. More detailed locational information can be found at https://www.openstreetmap.org/way/759187612#map=15/11.1294/106.5958",['https://www.openstreetmap.org/way/759187612#map=15/11.1294/106.5958']
64492,"The purpose of the project was to construct a 300MW coal-fired power plant in An Khánh commune, Dai Tu district, and Thái Nguyên province (exact locational coordinates: 21.596912, 105.766609). More detailed locational information can be found at https://www.openstreetmap.org/way/925373605",['https://www.openstreetmap.org/way/925373605']
52439,"This project involved the construction of a 30MW solar-powered electricity generation station in the town of Bani Na'im (بني نعيم), which is located 8 kilometers east of Hebron in the Hebron Governorate. More detailed locational information can be found at https://www.openstreetmap.org/node/332791725.",['https://www.openstreetmap.org/node/332791725.']
64717,This project involved the installation of solar panels in the town of Khuza'a (Arabic: خزاعة‎) within the Khan Yunis Governorate. More detailed locational information can be found at https://www.openstreetmap.org/relation/10523819.,['https://www.openstreetmap.org/relation/10523819.']
57087,"The Ndola International Airport is located in Ndola city in the Copperbelt Province. More detailed locational information can be found at https://www.google.com/maps/place/Ndola+Airport/@-12.9960715,28.6576535,15z/data=!4m2!3m1!1s0x0:0xf7f157aa97292f08?sa=X&ved=2ahUKEwiEmoTC58XqAhX9kHIEHRuBA1cQ_BIwDXoECBcQCw and https://www.openstreetmap.org/way/251322800 and https://latitude.to/satellite-map/zm/zambia/101438/simon-mwansa-kapwepwe-international-airport.",['https://www.openstreetmap.org/way/251322800']
72642,Sinoma Zambia Building Materials Industrial Park Project is located in Chongwe District and Lusaka Province. More detailed locational information can be found at https://www.openstreetmap.org/way/652062666,['https://www.openstreetmap.org/way/652062666']
66848,"The Musonda Hydroelectric Power Plant is located in Musonda Falls within Mwense District and Luapula Province. It is a source of power supply to seven districts in the province—namely, Chiengi, Kawambwa, Mwense, Chipili, Chembe, Nchelenge and Samfya. More detailed locational information on the site of the hydroelectric power station can be found at https://www.openstreetmap.org/search?query=Musonda%20Falls%20Hydroelectric%20Power%20Station#map=19/-10.71096/28.80644.",['https://www.openstreetmap.org/search?query=Musonda%20Falls%20Hydroelectric%20Power%20Station#map=19/-10.71096/28.80644.']
54775,"Jamhuriat hospital is located in Kabul at the following address: Chara-e-searar, Disttec 2, Kabul, Afghanistan Kabul, Afghanistan 0093. Its exact locational coordinates are available at https://www.google.com/maps/place/Jamhuriat+Hospital,+Kabol,+Afghanistan/@34.5254674,69.1689225,15z/data=!4m5!3m4!1s0x0:0xb2238c27edd9b0c2!8m2!3d34.5254674!4d69.1689225. More detailed locational informational can be found at https://www.openstreetmap.org/way/613766018",['https://www.openstreetmap.org/way/613766018']
52269,"More detailed locational information can be found at https://www.google.com/maps/place/Africa+CDC+Headquarters/@8.9340209,38.7368136,3a,105.3y,90t/data=!3m8!1e2!3m6!1sAF1QipM9muRV5giHDX21Ulvw163dM4mEhIf1slCVp-mu!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipM9muRV5giHDX21Ulvw163dM4mEhIf1slCVp-mu%3Dw114-h86-k-no!7i600!8i450!4m5!3m4!1s0x164b81136ec14283:0xd7f434d139d787e6!8m2!3d8.9340209!4d38.7368136 and https://www.google.com/maps/place/Africa+CDC+Headquarters/@8.9340209,38.7368136,17z/data=!4m12!1m6!3m5!1s0x164b81136ec14283:0xd7f434d139d787e6!2sAfrica+CDC+Headquarters!8m2!3d8.9340209!4d38.7368136!3m4!1s0x164b81136ec14283:0xd7f434d139d787e6!8m2!3d8.9340209!4d38.7368136 and https://www.openstreetmap.org/way/760793200",['https://www.openstreetmap.org/way/760793200']
65330,"This project involved the construction of a 96.9 km two-way, four-lane, highway segment (Km 8 + 800 to Km 104 + 800) in Zaire Province along a 149 km highway between N’Zeto and Soyo. More detailed locational information can be found at https://www.openstreetmap.org/directions?engine=fossgis_osrm_car&route=-7.2316%2C12.8685%3B-6.1334%2C12.3718#map=9/-6.6823/12.6214.",['https://www.openstreetmap.org/directions?engine=fossgis_osrm_car&route=-7.2316%2C12.8685%3B-6.1334%2C12.3718#map=9/-6.6823/12.6214.']
65749,This project involved the construction of a new water supply system in the city of Cabinda. More detailed locational information can be found at https://www.openstreetmap.org/relation/422607#map=9/-5.1393/12.4752.,['https://www.openstreetmap.org/relation/422607#map=9/-5.1393/12.4752.']
66946,This project supported the development of the Shah Deniz field. The project area is located  approximately 100km south east of Baku. More detailed locational information can be found at https://www.openstreetmap.org/way/469717928 and https://www.openstreetmap.org/way/552000913 and https://www.openstreetmap.org/way/22762651#map=14/40.1097/49.4556 and https://www.openstreetmap.org/way/22762003#map=12/40.0770/49.5546 and https://www.adb.org/sites/default/files/project-document/161501/48330-001-escar-02.pdf and https://reconnectingasia.csis.org/database/projects/azerbaijan-shah-deniz-stage-ii-gas-field-expansion-project/412369a0-58c2-44f0-8500-793ec09be99c/.,"['https://www.openstreetmap.org/way/469717928', 'https://www.openstreetmap.org/way/552000913', 'https://www.openstreetmap.org/way/22762651#map=14/40.1097/49.4556', 'https://www.openstreetmap.org/way/22762003#map=12/40.0770/49.5546']"
69292,"This power plant is located in Amnura, Bangladesh. More detailed locational information can be found at https://www.google.com/maps/place/Chapainawabganj+100+M.W+Peaking+Power+Plant/@24.6321421,88.3992529,17z/data=!3m1!4b1!4m5!3m4!1s0x39fbbc0a7244d0cf:0x6357334104b0e1b9!8m2!3d24.6321372!4d88.4014416 and https://www.openstreetmap.org/way/354584220#map=17/24.62830/88.40051",['https://www.openstreetmap.org/way/354584220#map=17/24.62830/88.40051']
69108,"This power plant is located in the town council of Ghorashal in the Palash Upazila within the Narsingdi District. Location coordinates are: Latitude= 23.9797, Longitude= 90.637. More detailed locational information can be found at https://www.openstreetmap.org/way/147998669",['https://www.openstreetmap.org/way/147998669']
56541,"The 220 MW Surajganj 2 combined cycle dual fuel power plant is located in Sirajganj on the Jamunja river. It is about 15 km south-east of Sirajganj and 130 km north-west of Dhaka. The closest settlements to the project site, Boroshimul & Ponchosona, are both located approximately 1 km from the power plant complex. Natural gas, the main fuel for the project, will be supplied by Petrobangla, and there are already existing pipelines servicing the power plant complex for the Sirajganj 1 Project. Power from the project will be evacuated to the national grid through existing 230kV switching station beside the project site. More detailed locational information can be found at https://www.google.com/maps/place/Sirajganj+225+MW+Combined+Cycle+Power+Plant+(Unit-2/@24.3856385,89.7443028,17z/data=!3m1!4b1!4m5!3m4!1s0x39fde9033eb445ad:0x7cd2833dda7a0b37!8m2!3d24.3856336!4d89.7464915 and https://www.nwpgcl.org.bd/current-plant/sirajganj-225-mw-combined-cycle-power-plant-unit-2- and https://www.openstreetmap.org/way/315575298#map=17/24.38957/89.74399",['https://www.openstreetmap.org/way/315575298#map=17/24.38957/89.74399']
66460,This project involved the construction of a passenger car assembly plant in Great Stone Industrial Park within the Borisov District of Minsk. More detailed locational information can be found at https://www.openstreetmap.org/way/579710555.,['https://www.openstreetmap.org/way/579710555.']
66960,"The purpose of this project was to upgrade and reconstruct the Orsha Linen Mill (Orša Flax Mill), which is a textile enterprise in the city of Orsha that processes linen fiber and produces linen fabrics. More detailed locational information can be found at https://www.openstreetmap.org/way/104107261.",['https://www.openstreetmap.org/way/104107261.']
66961,"The purpose of the project was to construct the infrastructure of Great Stone Industrial Park (also known as the China-Belarus Industrial Park), which is located in the Smolevichi district between the Petrovichi reservoir and Minsk National Airport (25 km to the east of the capital city of Minsk). More detailed locational information can be found at https://www.openstreetmap.org/way/455544676.",['https://www.openstreetmap.org/way/455544676.']
67001,"The purpose of this project was to renovate a 110 kV high-voltage overhead transmission line located in Minsk District, Minsk Oblast (phase 1) and a 330kV Minsk-Severnaya substation. More detailed locational information can be found at https://www.openstreetmap.org/node/7798445022.",['https://www.openstreetmap.org/node/7798445022.']
66865,The project involved the construction of an inspection complex — in the vicinity of Zarechitsa park of Brest-Severny railway station — for the customs authorities of the Republic of Belarus to scan freight trains crossing the Belarus-Poland border. More detailed locational information can be found at https://www.openstreetmap.org/node/5218776915.,['https://www.openstreetmap.org/node/5218776915.']
66904,This project involved the establishment of a Chinese language center at Minsk State Linguistic University in the capital city of Minsk. More detailed locational information can be found at https://www.openstreetmap.org/way/539715904.,['https://www.openstreetmap.org/way/539715904.']
67296,This project involved the establishment of a Chinese Cultural Center in the city of Minsk. More detailed locational information can be found at https://www.openstreetmap.org/way/361062933#map=19/53.90430/27.53258.,['https://www.openstreetmap.org/way/361062933#map=19/53.90430/27.53258.']
85172,This project involved the provision of books to the National Library of Belarus in the capital city of Minsk. More detailed locational information can be found at https://www.openstreetmap.org/way/25319604.,['https://www.openstreetmap.org/way/25319604.']
66304,This project involved the construction of a passenger car assembly plant in Great Stone Industrial Park within the Borisov District of Minsk. More detailed locational information can be found at https://www.openstreetmap.org/way/579710555.,['https://www.openstreetmap.org/way/579710555.']
66941,The purpose of this project was to install 5 wind turbines near the village of Grabniki (Грабники) in Novogrudok (Novogrudok) district and Vitebsk region. More detailed locational information can be found at https://www.openstreetmap.org/node/242993127.,['https://www.openstreetmap.org/node/242993127.']
66935,This project provided equipment to a tire factory in the industrial city of Babruysk. More detailed locational information can be found at https://www.openstreetmap.org/way/174303459.,['https://www.openstreetmap.org/way/174303459.']
85146,"The purpose of the project was to construct a trade and logistics park within Great Stone Industrial Park, which is located in the Smolevichi district between the Petrovichi reservoir and Minsk National Airport (25 km to the east of the capital city of Minsk). More detailed locational information can be found at https://www.openstreetmap.org/node/4109323990.",['https://www.openstreetmap.org/node/4109323990.']
85161,This project involves the reconstruction of a car factory in the town of Obchak within Minsk district. More detailed locational information can be found at https://www.openstreetmap.org/way/59041878#map=15/53.8099/27.7882.,['https://www.openstreetmap.org/way/59041878#map=15/53.8099/27.7882.']
58674,"This project involves the construction of a dam in Adjarala, which is located approximately 100 km downstream of the 65MW Nangbéto hydropower plant on the Mono River. More detailed locational information can be found at https://www.openstreetmap.org/search?query=Adjarala#map=12/6.9000/1.6000 and https://www.dropbox.com/s/jwfshs3lbu2zltn/wb_database_dams.csv?dl=0.",['https://www.openstreetmap.org/search?query=Adjarala#map=12/6.9000/1.6000']
52142,The 20th Chinese medical team was stationed at Lokossa Regional Hospital (Hopital de zone de Lokossa) and Natitingou Regional Hospital (Hopital de Zone de Natitingou). More detailed locational information can be found at https://www.openstreetmap.org/way/542157645#map=15/6.6239/1.7091 and https://www.openstreetmap.org/way/264743876 and https://www.openstreetmap.org/way/787464500.,"['https://www.openstreetmap.org/way/542157645#map=15/6.6239/1.7091', 'https://www.openstreetmap.org/way/264743876', 'https://www.openstreetmap.org/way/787464500.']"
42855,This project involved the establishment of a Confucius Institute at University of Sarajevo in the city of Sarajevo. More detailed locational information can be found at https://www.openstreetmap.org/node/4642790183,['https://www.openstreetmap.org/node/4642790183']
66069,This project involved the establishment of Chinese Culture Corner at University of East Sarajevo in the city of Sarajevo. More detailed locational information can be found at https://www.openstreetmap.org/way/840206905,['https://www.openstreetmap.org/way/840206905']
52916,"This project involved the construction of a 300-megawatt coal-fired power plant in the city of Ugljevik, situated in the foothills of the Mount Majevica. More detailed locational information can be found at https://www.openstreetmap.org/way/195036560#map=15/44.6817/18.9693",['https://www.openstreetmap.org/way/195036560#map=15/44.6817/18.9693']
35670,"The 14th medical team was stationed at Nyangabgwe Referral Hospital and Princess Marina Hospital (PMH). Nyangabgwe Referral Hospital is located in the city of Francistown. Its locational coordinates are 21°10′25″S 27°30′45″E. More detailed locational information can be found at https://www.openstreetmap.org/way/783831340 and https://www.google.com/maps/place/Nyangabgwe+Referral+Hospital/@-21.17461,27.5193241,15z/data=!4m5!3m4!1s0x0:0x7c5084de4abdd523!8m2!3d-21.17461!4d27.5193241. Princess Marina Hospital (PMH) is located in the city of Gaborone, at the corner of North Ring Road and Notwane Road. One block west of Marina Hospital lies the National Museum of Botswana, and two blocks to the east of the hospital, is the Botswana National Stadium. The geographical coordinates of the hospital are: 24°39'25.0S, 25°55'26.0E (Latitude:-24.656944; Longitude:25.923889). More detailed locational information can be found at https://www.google.com/maps/place/Princess+Marina+Hospital/@-24.656874,25.9239328,15z/data=!4m2!3m1!1s0x0:0x98388ecc67bb64a6?sa=X&ved=2ahUKEwi78M2J9eDrAhVMlXIEHW0_BKgQ_BIwCnoECB4QCA.",['https://www.openstreetmap.org/way/783831340']
52200,"This donation was provided to the Botswana's Ministry of Foreign Affairs and International Cooperation, which is located in the capital city of Gaborone. More detailed locational information can be found at https://www.openstreetmap.org/node/5740994028",['https://www.openstreetmap.org/node/5740994028']
53025,This project took place in Molepolole within Kweneng District. More detailed locational information can be found at https://www.openstreetmap.org/node/5331837334,['https://www.openstreetmap.org/node/5331837334']
86372,"The purpose of the project was to construct a steel pipe factory in Salambigar Industrial Park with the capacity to manufacture 100,000 tons of welded rounding carbon steel pipes (for application in the oil and gas as well as the construction industries with an export value of $1,000 million per annum). More detailed locational information can be found at https://www.openstreetmap.org/way/871897080",['https://www.openstreetmap.org/way/871897080']
49198,"The purpose of the project was to design and construct a 2.7-kilometer four-lane cross-sea bridge and a 3-kilometer four-lane highway around the island of Pulau Muara Besar. The bridge connects the island of Pulau Muara Besar on Brunei Bay with the mainland of Brunei via Serasa in Brunei-Muara District. The project also supported the development of power, communication and water pipeline networks on the island. More detailed locational information can be found at https://www.openstreetmap.org/relation/9283300#map=16/5.0072/115.0989 https://www.openstreetmap.org/way/477677140","['https://www.openstreetmap.org/relation/9283300#map=16/5.0072/115.0989', 'https://www.openstreetmap.org/way/477677140']"
66658,This project involved the establishment of a China Culture Center in the capital city of Sofia. More detailed locational information can be found at https://www.openstreetmap.org/node/6906517491.,['https://www.openstreetmap.org/node/6906517491.']
73416,"The 1.28 MW Ruvyironza Hydroelectric Power Plant is located in Gitega Province and the 0.85MW Gikonge Hydroelectric Power Plant is located in Muramvya Province. The 8MW Mugere Hydroelectric Power Plant is located in Kabezi commune within rural Bujumbura province along the Mugere River. More detailed locational information can be found at https://www.openstreetmap.org/search?query=Kabezi#map=13/-3.5350/29.3452 and https://www.google.com/maps/place/3%C2%B029'02.4%22S+29%C2%B020'02.4%22E/@-3.4837644,29.4036838,17z/data=!4m5!3m4!1s0x0:0x0!8m2!3d-3.484!4d29.334 and https://www.adelphi.de/de/system/files/mediathek/bilder/av_burundi_volume_ii_-_version_electronique_1.pdf.",['https://www.openstreetmap.org/search?query=Kabezi#map=13/-3.5350/29.3452']
52964,This project involved the rehabilitation of the National Assembly Building (Palácio da Assembleia Nacional Popular or Palácio da ANP) in the capital city of Praia. More detailed locational information can be found at https://www.openstreetmap.org/way/235972312#map=14/14.9063/-23.5155.,['https://www.openstreetmap.org/way/235972312#map=14/14.9063/-23.5155.']
48887,"The purpose of this project is to construct a stadium that can accommodate 60,000 people and serve as the main venue for tournaments when Cambodia hosts the Southeast Asian (SEA) Games in May 2023. The stadium occupies a 16.22 hectare parcel in the 85-hectare Morodok Techo National Sports Complex, which is located 18 km north of central Phnom Penh. Its locational coordinates are 11°40′58.4″N 104°52′34.6″E. More detailed locational information can be found at https://www.openstreetmap.org/way/482514034”. Set start_actual field to August 1, 2017.",['https://www.openstreetmap.org/way/482514034”.']
62645,This project involved the construction of an office building for the Cambodian Senate in the capital city of Phnom Penh.. More detailed locational information can be found at https://www.openstreetmap.org/way/450033423,['https://www.openstreetmap.org/way/450033423']
65142,"The purpose of the project was to construct an agricultural training school (university) in the city of Kratie within Kratie Province with one library, one language lab and IT studies building, a president building, one multipurpose building, one hall, two classroom buildings, two labs, one mechanical building, one canteen, and an electricity and water supply building. More detailed locational information can be found at https://www.openstreetmap.org/way/706326738",['https://www.openstreetmap.org/way/706326738']
57622,More detailed locational information can be found at https://www.openstreetmap.org/node/2841861865#map=17/6.30816/10.01666,['https://www.openstreetmap.org/node/2841861865#map=17/6.30816/10.01666']
52944,Sapéké Bridge is located in Bangui. It connects the 2nd and 6th arrondissements of Bangui and by extension all regions in southwestern CAR. More detailed locational information can be found at https://www.openstreetmap.org/way/596757326.,['https://www.openstreetmap.org/way/596757326.']
35038,China-Chad Friendship Hospital (known locally as L’hôpital de la liberté or L'hôpital de l'amitié Tchad-Chine) in the capital city of N'Djamena. More detailed locational information can be found at https://www.openstreetmap.org/node/7369198824.,['https://www.openstreetmap.org/node/7369198824.']
59768,"The 23rd Chinese medical team was stationed at Sino-Congolese Friendship Hospital (or Hôpital d'amitié sino-congolaise de M’Filou or l'Hôpital de base de Mfilou) and Loandjili General Hospital (Hôpital Loandjili or Hôpital Général De Loandjili). The Sino-Congolese Friendship Hospital is located in M’Filou, which is the 7th arrondissement of the capital city of Brazzaville. Loandjili General Hospital is located in the city of in Pointe-Noire. More detailed locational information can be found at https://www.openstreetmap.org/way/784137423 and https://www.openstreetmap.org/way/783983838#map=16/-4.7607/11.8681.","['https://www.openstreetmap.org/way/784137423', 'https://www.openstreetmap.org/way/783983838#map=16/-4.7607/11.8681.']"
